NO;ITEM;RESTO;VENDOR UTAMA;LEAD TIME;LOKASI;VENDOR ALTERNATIF 1;LEAD TIME2;LOKASI3;VENDOR ALTERNATIF 2;LEAD TIME4;LOKASI5
161;SIRUP TOFICO PEACH;PALOPO;TOFICO MAKASSAR;2;MAKASSAR;;;;;;
;;BONE;TOFICO MAKASSAR;2;MAKASSAR;;;;;;
;;PARE;TOFICO MAKASSAR;2;MAKASSAR;;;;;;
;;PINRANG;TOFICO MAKASSAR;2;MAKASSAR;;;;;;
;;MAKASSAR;TOFICO MAKASSAR;1;MAKASSAR;;;;;;
162;STRUK THERMAL;PALOPO;TOKO AGUNG;2;MAKASSAR;MAKASSAR PLASTIK;3;MAKASSAR;SUMBER PLASTIK;3;MAKASSAR
;;BONE;TOKO AGUNG;2;MAKASSAR;MAKASSAR PLASTIK;3;MAKASSAR;SUMBER PLASTIK;3;MAKASSAR
;;PARE;TOKO AGUNG;2;MAKASSAR;MAKASSAR PLASTIK;3;MAKASSAR;SUMBER PLASTIK;3;MAKASSAR
;;PINRANG;TOKO AGUNG;2;MAKASSAR;MAKASSAR PLASTIK;3;MAKASSAR;SUMBER PLASTIK;3;MAKASSAR
;;MAKASSAR;TOKO AGUNG;1;MAKASSAR;MAKASSAR PLASTIK;1;MAKASSAR;SUMBER PLASTIK;1;MAKASSAR
163;SUMPIT;PALOPO;GUDANG PACK;6;BONE;SWALAYAN ORIENTAL;6;BONE;ABADI JAYA;1;PALOPO
;;BONE;GUDANG PACK;1;BONE;SWALAYAN ORIENTAL;1;BONE;ABADI JAYA;6;PALOPO
;;PARE;HIBAH PLASTIK;1;PINRANG;TRIPLE JOY;2;MAKASSAR;MAKASSAR PLASTIK;2;MAKASSAR
;;PINRANG;HIBAH PLASTIK;1;PINRANG;TRIPLE JOY;2;MAKASSAR;MAKASSAR PLASTIK;2;MAKASSAR
;;MAKASSAR;MAKASSAR PLASTIK;1;MAKASSAR;SUMBER PLASTIK;1;MAKASSAR;RAJA PLASTIK;1;MAKASSAR
164;SUNLIGHT;PALOPO;ALFAMIDI;1;PALOPO;TOKO CEMERLANG;1;PALOPO;DAPUR MARKET;1;PALOPO
;;BONE;ALFAMIDI;1;BONE;SWALAYAN ORIENTAL;1;BONE;SURYA INDAH SWALAYAN;1;BONE
;;PARE;ALFAMIDI;1;PARE;TOKO SINAR TENGGARA;1;PARE;ABLAM JAYA;1;PARE
;;PINRANG;ALFAMIDI;1;PINRANG;TOKO HJ SAMSI;1;PINRANG;RADJASHOP;1;PINRANG
;;MAKASSAR;SATU SAMA;1;MAKASSAR;TOP MODE;1;MAKASSAR;BENTENG MART;1;MAKASSAR
165;SUPER PEL;PALOPO;ALFAMIDI;1;PALOPO;TOKO CEMERLANG;1;PALOPO;DAPUR MARKET;1;PALOPO
;;BONE;ALFAMIDI;1;BONE;SWALAYAN ORIENTAL;1;BONE;SURYA INDAH SWALAYAN;1;BONE
;;PARE;ALFAMIDI;1;PARE;TOKO SINAR TENGGARA;1;PARE;ABLAM JAYA;1;PARE
;;PINRANG;ALFAMIDI;1;PINRANG;TOKO HJ SAMSI;1;PINRANG;RADJASHOP;1;PINRANG
;;MAKASSAR;SATU SAMA;1;MAKASSAR;TOP MODE;1;MAKASSAR;BENTENG MART;1;MAKASSAR
166;SUSU BUBUK FRISAN FLAG;PALOPO; CV NURHIDAYAT ABADI NUSANTARA;1;PALOPO;INTISARI;1;PALOPO;TOKO CEMERLANG;1;PALOPO
167;SUSU EVAPORASI;PALOPO;PT SINAR ANUGERAH;6;MAROS;DAPUR MARKET;1;PALOPO;DP INDO;1;PALOPO
;;BONE;PT SINAR ANUGERAH;6;MAROS;SWALAYAN ORIENTAL;1;BONE;SURYA INDAH SWALAYAN;1;BONE
;;PARE;PT SINAR ANUGERAH;6;MAROS;TOKO AKBAR;1;PARE;INTISARI;1;MAKASSAR
;;PINRANG;PT SINAR ANUGERAH;6;MAROS;TOKO HJ SAMSI;1;PINRANG;INTISARI;1;MAKASSAR
;;MAKASSAR;PT SINAR ANUGERAH;1;MAROS;SATU SAMA;1;MAKASSAR;TOP MODE;1;MAKASSAR
168;SUSU SKM;PALOPO;DP INDO;1;PALOPO;INTISARI;3;MAKASSAR;SUPPLIER UMUM;1;PALOPO
;;BONE;CAKRAWALA ABADI SENTOSA;1;BONE;INTISARI;3;MAKASSAR;SUPPLIER UMUM;1;BONE
;;PARE;PT SUMBER SEJATI PERKASA;1;PARE;INTISARI;3;MAKASSAR;SUPPLIER UMUM;1;SIDRAP
;;PINRANG;PT SUMBER SEJATI PERKASA;1;PARE;INTISARI;3;MAKASSAR;SUPPLIER UMUM;1;PINRANG
;;MAKASSAR;INTISARI ;1;MAKASSAR;BENTENG MART;1;MAKASSAR;SATU SAMA;1;MAKASSAR
169;SUSU UHT FRISIAN FLAG;PALOPO;DP INDO;1;PALOPO;INTISARI;3;MAKASSAR;SUPPLIER UMUM;1;PALOPO
;;BONE;CAKRAWALA ABADI SENTOSA;1;BONE;INTISARI;3;MAKASSAR;SUPPLIER UMUM;1;BONE
;;PARE;PT SUMBER SEJATI PERKASA;1;PARE;INTISARI;3;MAKASSAR;SUPPLIER UMUM;1;SIDRAP
;;PINRANG;PT SUMBER SEJATI PERKASA;1;PARE;INTISARI;3;MAKASSAR;SUPPLIER UMUM;1;PINRANG
;;MAKASSAR;INTISARI ;1;MAKASSAR;BENTENG MART;1;MAKASSAR;SATU SAMA;1;MAKASSAR
170;TELUR AYAM;PALOPO;VENDOR TELUR IFAN;1;PALOPO;LINDA TELUR;1;PALOPO;DEPOT TELUR ANGGREK;1;PALOPO
;;BONE;ALBUMI TELUR BONE;1;BONE;CAHAYA MYB;1;SIDRAP;SWALAYAN ORIENTAL;1;BONE
;;PARE;TOKO UDIN;1;PARE;MJH AMAZON;1;PARE;CAHAYA MYB;2;SIDRAP
;;PINRANG;TELUR JAYA PINRANG;1;PINRANG;CAHAYA MYB;1;PINRANG;TOKO HJ SAMSI;1;PINRANG
;;MAKASSAR;CAHAYA MYB;2;SIDRAP;LIMA MULYA;2;GOWA;DEPOT ANNUR;1;MAKASSAR
171;TEPUNG BERAS;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO
;;BONE;PRODUKSI TMB;6;BONE;PRODUKSI TMB;6;BONE;PRODUKSI TMB;6;BONE
;;PARE;PRODUKSI TMB;6;PARE;PRODUKSI TMB;6;PARE;PRODUKSI TMB;6;PARE
;;PINRANG;PRODUKSI TMB;6;PINRANG;PRODUKSI TMB;6;PINRANG;PRODUKSI TMB;6;PINRANG
;;MAKASSAR;PRODUKSI TMB;6;MAKASSAR;PRODUKSI TMB;6;MAKASSAR;PRODUKSI TMB;6;MAKASSAR
172;TEPUNG MAIZENA;PALOPO;DAPUR MARKET;1;PALOPO;DP INDO;1; PALOPO;TOKO CEMERLANG;1;PALOPO
;;BONE;SWAYALAN ORIENTAL;1;BONE;DP INDO;1;BONE;DAPUR MARKET;3;PALOPO
;;PARE;TOKO MANIS ;1;PARE;TOKO SYAHRANI;1;PARE;DAPUR MARKET;3;PALOPO
;;PINRANG;TOKO AKBAR;1;PINRANG;TOKO HJ SAMSI;1;PINRANG;DAPUR MARKET;3;PALOPO
;;MAKASSAR;SATU SAMA;1;MAKASSAR;TOP MODE;1;MAKASSAR;BENTENG MART;1;MAKASSAR
173;TEPUNG PANIR;PALOPO;PT SINAR GOWA SUKSES;1;BONE;TOKO SETIA BUDI;1;PALOPO;SSM;3;MAKASSAR
;;BONE;PT SINAR GOWA SUKSES;1;BONE;TOKO SETIA BUDI;3;PALOPO;SSM;3;MAKASSAR
;;PARE;PT SINAR GOWA SUKSES;1;BONE;TOKO MANIS PARE;1;PARE;SSM;3;MAKASSAR
;;PINRANG;PT SINAR GOWA SUKSES;1;BONE;RADJASHOP;1;PINRANG;SSM;3;MAKASSAR
;;MAKASSAR;SSM;1;MAKASSAR;PT SINAR GOWA SUKSES;1;BONE;TOKO SETIA BUDI;3;PALOPO
174;TEPUNG TERIGU;PALOPO;TUUK HOUSE OF MEAT;1;PALOPO;INTISARI;1;PALOPO;;;
175;TERASI UDANG BUBUK;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO
;;BONE;PRODUKSI TMB;6;BONE;PRODUKSI TMB;6;BONE;PRODUKSI TMB;6;BONE
;;PARE;PRODUKSI TMB;6;PARE;PRODUKSI TMB;6;PARE;PRODUKSI TMB;6;PARE
;;PINRANG;PRODUKSI TMB;6;PINRANG;PRODUKSI TMB;6;PINRANG;PRODUKSI TMB;6;PINRANG
;;MAKASSAR;PRODUKSI TMB;6;MAKASSAR;PRODUKSI TMB;6;MAKASSAR;PRODUKSI TMB;6;MAKASSAR
176;TISU;PALOPO;PT ANUTA KARYA;1;PALOPO;ABADI AJAYA;1;PALOPO;TOKO CEMERLANG;1;PALOPO
;;BONE;PT ANUTA KARYA;1;BONE;SWAYALAYAN ORIENTAL;1;BONE;BENTENG MART;3;MAKASSAR
;;PARE;PT ANUTA KARYA;1;PARE;TOKO SYAHRANI;1;PARE;BENTENG MART;3;MAKASSAR
;;PINRANG;PT ANUTA KARYA;1;PINRANG;HIBAH PLASTIK;1;PINRANG;BENTENG MART;3;MAKASSAR
;;MAKASSAR;PT ANUTA KARYA;1;MAKASSAR;SATU SAMA;1;MAKASSAR;BENTENG MART;1;MAKASSAR
178;WIJEN PUTIH NUMBER ONE;PALOPO;DAPUR MARKET;1;PALOPO;DP INDO;1;PALOPO;SATU SAMA;3;MAKASSAR
;;BONE;SWAYALAN ORIENTAL;1;BONE;SATU SAMA;3;MAKASSAR;BENTENG MART;3;MAKASSAR
;;PARE;TOKO MANIS PARE;1;PARE;ABLAM JAYA;1;PARE;BENTENG MART;3;MAKASSAR
;;PINRANG;TOKO HJ SAMSI;1;PINRANG;TOKO MANIS PARE;1;PARE;BENTENG MART;3;MAKASSAR
;;MAKASSAR;SATU SAMA;1;MAKASSAR;BENTENG MART;1;MAKASSAR;TOKO CAHAYA BARU;1;MAKASSAR
179;WIP BUMBU BASAH AYAM GUNTING;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO
;;BONE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PARE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PINRANG;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;MAKASSAR;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
180;WIP BUMBU BASAH BUBUR;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO
;;BONE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PARE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PINRANG;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;MAKASSAR;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
181;WIP BUMBU KERING IKAN DORI;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO
;;BONE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PARE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PINRANG;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;MAKASSAR;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
182;WIP CHILI OIL;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO
;;BONE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PARE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PINRANG;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;MAKASSAR;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
183;WIP MARINASI IKAN DORI;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO
;;BONE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PARE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PINRANG;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;MAKASSAR;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
184;WIP MINYAK BAWANG;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO;PRODUKSI TMB;1;PALOPO
;;BONE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PARE;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;PINRANG;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
;;MAKASSAR;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO;PRODUKSI TMB;6;PALOPO
185;XIAOBA PACK;PALOPO;TUUK HOUSE OF MEAT;1;PALOPO;TUUK HOUSE OF MEAT;1;PALOPO;TUUK HOUSE OF MEAT;1;PALOPO
;;BONE;TUUK HOUSE OF MEAT;6;PALOPO;TUUK HOUSE OF MEAT;6;PALOPO;TUUK HOUSE OF MEAT;6;PALOPO
;;PARE;TUUK HOUSE OF MEAT;6;PALOPO;TUUK HOUSE OF MEAT;6;PALOPO;TUUK HOUSE OF MEAT;6;PALOPO
;;PINRANG;TUUK HOUSE OF MEAT;6;PALOPO;TUUK HOUSE OF MEAT;6;PALOPO;TUUK HOUSE OF MEAT;6;PALOPO
;;MAKASSAR;TUUK HOUSE OF MEAT;6;PALOPO;TUUK HOUSE OF MEAT;6;PALOPO;TUUK HOUSE OF MEAT;6;PALOPO
186;ZIPLOCK SAMBEL;PALOPO;ABADI JAYA;1;PALOPO;MAKASSAR PLASTIK;3;MAKASSAR;SUMBER PLASTIK;3;MAKASSAR
;;BONE;Gudang Pack Bone;1;BONE;MAKASSAR PLASTIK;3;MAKASSAR;SUMBER PLASTIK;3;MAKASSAR
;;PARE;SUMBER PLASTIK;3;MAKASSAR;HIBAH PLASTIK;1;PINRANG;SUMBER PLASTIK;3;MAKASSAR
;;PINRANG;SUMBER PLASTIK;3;MAKASSAR;HIBAH PLASTIK;1;PINRANG;SUMBER PLASTIK;3;MAKASSAR
;;MAKASAR;SUMBER PLASTIK;3;MAKASSAR;MAKASSAR PLASTIK;1;MAKASSAR;SUMBER PLASTIK;3;MAKASSAR
187;SAWI;PALOPO;VENDOR SAYUR PALOPO;1;PALOPO;VENDOR SAYUR PALOPO 1;1;PALOPO;VENDOR SAYUR PALOPO 2;1;PALOPO
;;BONE;VENDOR SAYUR BONE;1;BONE;VENDOR SAYUR BONE 1;1;BONE;VENDOR SAYUR BONE 2;1;BONE
;;PARE;VENDOR SAYUR PARE;1;PARE;VENDOR SAYUR PARE 1;1;PARE;VENDOR SAYUR PARE 2;1;PARE
;;PINRANG;VENDOR SAYUR PINRANG;1;PINRANG;VENDOR SAYUR PINRANG 1;1;PINRANG;VENDOR SAYUR PINRANG 2;1;PINRANG
;;MAKASSAR;TOKO AULIA;1;MAKASSAR;TOKO ALIP;1;MAKASSAR;TOKO BERKAH BERSAMA;1;MAKASSAR
188;TAHU PUTIH;PALOPO;VENDOR SAYUR PALOPO;1;PALOPO;VENDOR SAYUR PALOPO 1;1;PALOPO;VENDOR SAYUR PALOPO 2;1;PALOPO
;;BONE;VENDOR SAYUR BONE;1;BONE;VENDOR SAYUR BONE 1;1;BONE;VENDOR SAYUR BONE 2;1;BONE
;;PARE;VENDOR SAYUR PARE;1;PARE;VENDOR SAYUR PARE 1;1;PARE;VENDOR SAYUR PARE 2;1;PARE
;;PINRANG;VENDOR SAYUR PINRANG;1;PINRANG;VENDOR SAYUR PINRANG 1;1;PINRANG;VENDOR SAYUR PINRANG 2;1;PINRANG
;;MAKASSAR;TOKO AULIA;1;MAKASSAR;TOKO ALIP;1;MAKASSAR;TOKO BERKAH BERSAMA;1;MAKASSAR
189;KAYU BAKAR APEL;PALOPO;BEST CHARCOALS;7;JAKARTA;;;;;;
;;BONE;BEST CHARCOALS;7;JAKARTA;;;;;;
;;PARE;BEST CHARCOALS;7;JAKARTA;;;;;;
;;PINRANG;BEST CHARCOALS;7;JAKARTA;;;;;;
;;MAKASSAR;BEST CHARCOALS;7;JAKARTA;;;;;;
190;KECAP PALA;PALOPO;PT SINAR EKA PUTRA;3;PALOPO;;;;;;
;;BONE;PT SINAR EKA PUTRA;3;MAKASSAR;SWALAYAN ORIENTAL;1;BONE;;;
;;PARE;PT SINAR EKA PUTRA;3;PARE;;;;;;
;;PINRANG;PT SINAR EKA PUTRA;3;PINRANG;TOKO AKBAR;1;PINRANG;;;
;;MAKASSAR;PT SINAR EKA PUTRA;3;MAKASSAR;TOKO BAYAM 23;1;MAKASSAR;TOKO BERKAH BERSAMA;1;MAKASSAR
191;PALA BUBUK;PALOPO;DAPUR MARKET;1;PALOPO;DP INDO;1;PALOPO;SATU SAMA;3;MAKASSAR
;;BONE;SWAYALAN ORIENTAL;1;BONE;SATU SAMA;3;MAKASSAR;BENTENG MART;3;MAKASSAR
;;PARE;TOKO MANIS PARE;1;PARE;ABLAM JAYA;1;PARE;BENTENG MART;3;MAKASSAR
;;PINRANG;TOKO HJ SAMSI;1;PINRANG;TOKO MANIS PARE;1;PARE;BENTENG MART;3;MAKASSAR
;;MAKASSAR;SATU SAMA;1;MAKASSAR;BENTENG MART;1;MAKASSAR;TOKO CAHAYA BARU;1;MAKASSAR
192;LADA;PALOPO;DAPUR MARKET;1;PALOPO;DP INDO;1;PALOPO;SATU SAMA;3;MAKASSAR
;;BONE;SWAYALAN ORIENTAL;1;BONE;SATU SAMA;3;MAKASSAR;BENTENG MART;3;MAKASSAR
;;PARE;TOKO MANIS PARE;1;PARE;ABLAM JAYA;1;PARE;BENTENG MART;3;MAKASSAR
;;PINRANG;TOKO HJ SAMSI;1;PINRANG;TOKO MANIS PARE;1;PARE;BENTENG MART;3;MAKASSAR
;;MAKASSAR;SATU SAMA;1;MAKASSAR;BENTENG MART;1;MAKASSAR;TOKO CAHAYA BARU;1;MAKASSAR
193;TULANG SUMUM;PALOPO;;;;;;;;;
;;BONE;;;;;;;;;
;;PARE;Vendor Daging Pare;1;PARE;Meat n Fresh;1;PARE;Vendor Daging Pare 2;1;PARE
;;PINRANG;;;;;;;;;
;;MAKASSAR;;;;;;;;;
194;JERUK NIPIS;PALOPO;VENDOR SAYUR MA KEMBAR;1;PALOPO;VENDOR CABE PALOPO;1;PALOPO;VENDOR SAYUR 1 PALOPO;1;PALOPO
;;BONE;VENDOR SAYUR;1;BONE;TOKO 89 ;1;BONE;VENDOR SAYUR 1 BONE;1;BONE
;;PARE;TOKO SAYUR Hj. IDA;1;PARE;VENDOR SAYUR 1 PARE;1;PARE;VENDOR SAYUR 2 PARE;1;PARE
;;PINRANG;LAMBADA PINRANG;1;PINRANG;VENDOR SAYUR 1 PINRANG;1;PINRANG;VENDOR SAYUR 2 PINRANG;1;PINRANG
;;MAKASSAR;TOKO AULIA;1;MAKASSAR;TOKO ALIP;1;MAKASSAR;TOKO BERKAH BERSAMA;1;MAKASSAR
;;;;;;;;;;;
195;GARAM KASAR;PALOPO;VENDOR SAYUR MA KEMBAR;1;PALOPO;VENDOR CABE PALOPO;1;PALOPO;VENDOR SAYUR 1 PALOPO;1;PALOPO
;;BONE;VENDOR SAYUR;1;BONE;TOKO 89 ;1;BONE;VENDOR SAYUR 1 BONE;1;BONE
;;PARE;TOKO SAYUR Hj. IDA;1;PARE;VENDOR SAYUR 1 PARE;1;PARE;VENDOR SAYUR 2 PARE;1;PARE
;;PINRANG;LAMBADA PINRANG;1;PINRANG;VENDOR SAYUR 1 PINRANG;1;PINRANG;VENDOR SAYUR 2 PINRANG;1;PINRANG
;;MAKASSAR;TOKO AULIA;1;MAKASSAR;TOKO ALIP;1;MAKASSAR;TOKO BERKAH BERSAMA;1;MAKASSAR
;;;;;;;;;;;
196;AJINOMOTO;PALOPO;AJINOMOTO;1;PALOPO;VENDOR SAYUR MA KEMBAR;1;PALOPO;VENDOR CABE PALOPO;1;
;;BONE;AJINOMOTO;1;BONE;VENDOR SAYUR;1;BONE;TOKO 89 ;1;
;;PARE;AJINOMOTO;1;PARE;TOKO SAYUR Hj. IDA;1;PARE;VENDOR SAYUR 1 PARE;1;
;;PINRANG;AJINOMOTO;1;PINRANG;LAMBADA PINRANG;1;PINRANG;VENDOR SAYUR 1 PINRANG;1;
;;MAKASSAR;AJINOMOTO;1;MAKASSAR;TOKO AULIA;1;MAKASSAR;TOKO ALIP;1;
;;;;;;;;;;;
197;BIHUN;PALOPO;VENDOR SAYUR MA KEMBAR;1;PALOPO;VENDOR CABE PALOPO;1;PALOPO;VENDOR SAYUR 1 PALOPO;1;PALOPO
;;BONE;VENDOR SAYUR;1;BONE;TOKO 89 ;1;BONE;VENDOR SAYUR 1 BONE;1;BONE
;;PARE;TOKO SAYUR Hj. IDA;1;PARE;VENDOR SAYUR 1 PARE;1;PARE;VENDOR SAYUR 2 PARE;1;PARE
;;PINRANG;LAMBADA PINRANG;1;PINRANG;VENDOR SAYUR 1 PINRANG;1;PINRANG;VENDOR SAYUR 2 PINRANG;1;PINRANG
;;MAKASSAR;TOKO AULIA;1;MAKASSAR;TOKO ALIP;1;MAKASSAR;TOKO BERKAH BERSAMA;1;MAKASSAR
;;;;;;;;;;;
198;BAWANG PUTIH GORENG;PALOPO;VENDOR BAGOR;3;BONE;;;;;;
;;BONE;VENDOR BAGOR;1;BONE;;;;;;
;;PARE;VENDOR BAGOR;3;BONE;;;;;;
;;PINRANG;VENDOR BAGOR;3;BONE;;;;;;
;;MAKASSAR;VENDOR BAGOR;1;MAKASSAR;;;;;;
;;;;;;;;;;;
199;CREAM CHESE ANCHOR;PALOPO;DAPUR MARKET;1;PALOPO;DP INDO;1;PALOPO;;;
;;BONE;;;;;;;;;
;;PARE;TOKO MANIS;;;;;;;;
;;PINRANG;;;;;;;;;
;;MAKASSAR;WJM;1;MAKASSAR;TOKO MAY;1;MAKASSAR;KUZUKA MART;1;MAKASSAR
;;;;;;;;;;;
200;SAUS SAMBAL ABC;PALOPO;PRODUKSI TMB;1;PALOPO;;;;;;
;;BONE;PRODUKSI TMB;6;PALOPO;;;;;;
;;PARE;PRODUKSI TMB;6;PALOPO;;;;;;
;;PINRANG;PRODUKSI TMB;6;PALOPO;;;;;;
;;MAKASSAR;PRODUKSI TMB;6;PALOPO;;;;;;
;;;;;;;;;;;
201;SAUS TOMAT ABC;PALOPO;PRODUKSI TMB;1;PALOPO;;;;;;
;;BONE;PRODUKSI TMB;6;PALOPO;;;;;;
;;PARE;PRODUKSI TMB;6;PALOPO;;;;;;
;;PINRANG;PRODUKSI TMB;6;PALOPO;;;;;;
;;MAKASSAR;PRODUKSI TMB;6;PALOPO;;;;;;
;;;;;;;;;;;
202;DAUN SELEDRI;PALOPO;VENDOR SAYUR MA KEMBAR;1;PALOPO;VENDOR CABE PALOPO;1;PALOPO;VENDOR SAYUR 1 PALOPO;1;PALOPO
;;BONE;VENDOR SAYUR;1;BONE;TOKO 89 ;1;BONE;VENDOR SAYUR 1 BONE;1;BONE
;;PARE;TOKO SAYUR Hj. IDA;1;PARE;VENDOR SAYUR 1 PARE;1;PARE;VENDOR SAYUR 2 PARE;1;PARE
;;PINRANG;LAMBADA PINRANG;1;PINRANG;VENDOR SAYUR 1 PINRANG;1;PINRANG;VENDOR SAYUR 2 PINRANG;1;PINRANG
;;MAKASSAR;TOKO AULIA;1;MAKASSAR;TOKO ALIP;1;MAKASSAR;TOKO BERKAH BERSAMA;1;MAKASSAR
;;;;;;;;;;;
203;ARANG KAYU;PALOPO;TOKO ARANG MKS;3;MAKASSAR;;;;;;
;;BONE;TOKO ARANG MKS;3;MAKASSAR;;;;;;
;;PARE;TOKO ARANG MKS;3;MAKASSAR;;;;;;
;;PINRANG;TOKO ARANG MKS;3;MAKASSAR;;;;;;
;;MAKASSAR;TOKO ARANG MKS;3;MAKASSAR;;;;;;
;;;;;;;;;;;
204;MIE KERITING;PALOPO;TUUK FLOUR MILLS;1;PALOPO;;;;;;
;;BONE;TUUK FLOUR MILLS;6;PALOPO;;;;;;
;;PARE;TUUK FLOUR MILLS;6;PALOPO;;;;;;
;;PINRANG;TUUK FLOUR MILLS;6;PALOPO;;;;;;
;;MAKASSAR;TUUK FLOUR MILLS;6;PALOPO;;;;;;
;;;;;;;;;;;
205;DAUN SALAM;PALOPO;VENDOR SAYUR MA KEMBAR;1;PALOPO;VENDOR CABE PALOPO;1;PALOPO;VENDOR SAYUR 1 PALOPO;1;PALOPO
;;BONE;VENDOR SAYUR;1;BONE;TOKO 89 ;1;BONE;VENDOR SAYUR 1 BONE;1;BONE
;;PARE;TOKO SAYUR Hj. IDA;1;PARE;VENDOR SAYUR 1 PARE;1;PARE;VENDOR SAYUR 2 PARE;1;PARE
;;PINRANG;LAMBADA PINRANG;1;PINRANG;VENDOR SAYUR 1 PINRANG;1;PINRANG;VENDOR SAYUR 2 PINRANG;1;PINRANG
;;MAKASSAR;TOKO AULIA;1;MAKASSAR;TOKO ALIP;1;MAKASSAR;TOKO BERKAH BERSAMA;1;MAKASSAR
;;;;;;;;;;;
206;LENGKUAS;PALOPO;VENDOR SAYUR MA KEMBAR;1;PALOPO;VENDOR CABE PALOPO;1;PALOPO;VENDOR SAYUR 1 PALOPO;1;PALOPO
;;BONE;VENDOR SAYUR;1;BONE;TOKO 89 ;1;BONE;VENDOR SAYUR 1 BONE;1;BONE
;;PARE;TOKO SAYUR Hj. IDA;1;PARE;VENDOR SAYUR 1 PARE;1;PARE;VENDOR SAYUR 2 PARE;1;PARE
;;PINRANG;LAMBADA PINRANG;1;PINRANG;VENDOR SAYUR 1 PINRANG;1;PINRANG;VENDOR SAYUR 2 PINRANG;1;PINRANG
;;MAKASSAR;TOKO AULIA;1;MAKASSAR;TOKO ALIP;1;MAKASSAR;TOKO BERKAH BERSAMA;1;MAKASSAR
;;;;;;;;;;;
207;STTP (PENGEYAL);PALOPO;TUUK FLOUR MILLS;1;PALOPO;;;;;;
;;BONE;TUUK FLOUR MILLS;6;PALOPO;;;;;;
;;PARE;TUUK FLOUR MILLS;6;PALOPO;;;;;;
;;PINRANG;TUUK FLOUR MILLS;6;PALOPO;;;;;;
;;MAKASSAR;TUUK FLOUR MILLS;6;PALOPO;;;;;;
;;;;;;;;;;;
